"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"CAN","GDPHRWKD","TOT","IDX2015","A","2010",94.665715,
"CAN","GDPHRWKD","TOT","IDX2015","A","2011",96.212489,
"CAN","GDPHRWKD","TOT","IDX2015","A","2012",96.422627,
"CAN","GDPHRWKD","TOT","IDX2015","A","2013",97.703277,
"CAN","GDPHRWKD","TOT","IDX2015","A","2014",100.265786,
"CAN","GDPHRWKD","TOT","IDX2015","A","2015",100,
"CAN","GDPHRWKD","TOT","IDX2015","A","2016",100.163681,
"CAN","GDPHRWKD","TOT","IDX2015","A","2017",101.94905,
"CAN","GDPHRWKD","TOT","IDX2015","A","2018",102.274591,
"CAN","GDPHRWKD","TOT","IDX2015","A","2019",103.213104,
"CAN","GDPHRWKD","TOT","IDX2015","A","2020",111.381839,
"CZE","GDPHRWKD","TOT","IDX2015","A","1993",54.795659,
"CZE","GDPHRWKD","TOT","IDX2015","A","1994",56.314247,
"CZE","GDPHRWKD","TOT","IDX2015","A","1995",59.801825,
"CZE","GDPHRWKD","TOT","IDX2015","A","1996",62.109112,
"CZE","GDPHRWKD","TOT","IDX2015","A","1997",61.934603,
"CZE","GDPHRWKD","TOT","IDX2015","A","1998",62.028377,
"CZE","GDPHRWKD","TOT","IDX2015","A","1999",63.261133,
"CZE","GDPHRWKD","TOT","IDX2015","A","2000",66.001504,
"CZE","GDPHRWKD","TOT","IDX2015","A","2001",71.069051,
"CZE","GDPHRWKD","TOT","IDX2015","A","2002",72.17471,
"CZE","GDPHRWKD","TOT","IDX2015","A","2003",75.911047,
"CZE","GDPHRWKD","TOT","IDX2015","A","2004",79.07466,
"CZE","GDPHRWKD","TOT","IDX2015","A","2005",83.181538,
"CZE","GDPHRWKD","TOT","IDX2015","A","2006",88.300324,
"CZE","GDPHRWKD","TOT","IDX2015","A","2007",92.043508,
"CZE","GDPHRWKD","TOT","IDX2015","A","2008",91.746867,
"CZE","GDPHRWKD","TOT","IDX2015","A","2009",89.624169,
"CZE","GDPHRWKD","TOT","IDX2015","A","2010",91.719351,
"CZE","GDPHRWKD","TOT","IDX2015","A","2011",93.258994,
"CZE","GDPHRWKD","TOT","IDX2015","A","2012",93.645328,
"CZE","GDPHRWKD","TOT","IDX2015","A","2013",93.944265,
"CZE","GDPHRWKD","TOT","IDX2015","A","2014",95.029948,
"CZE","GDPHRWKD","TOT","IDX2015","A","2015",100,
"CZE","GDPHRWKD","TOT","IDX2015","A","2016",99.648324,
"CZE","GDPHRWKD","TOT","IDX2015","A","2017",103.061394,
"CZE","GDPHRWKD","TOT","IDX2015","A","2018",104.47482,
"CZE","GDPHRWKD","TOT","IDX2015","A","2019",107.295349,
"CZE","GDPHRWKD","TOT","IDX2015","A","2020",107.754948,
"CZE","GDPHRWKD","TOT","IDX2015","A","2021",108.080789,
"DNK","GDPHRWKD","TOT","IDX2015","A","1970",39.233302,
"DNK","GDPHRWKD","TOT","IDX2015","A","1971",41.22479,
"DNK","GDPHRWKD","TOT","IDX2015","A","1972",43.414161,
"DNK","GDPHRWKD","TOT","IDX2015","A","1973",45.782236,
"DNK","GDPHRWKD","TOT","IDX2015","A","1974",46.075734,
"DNK","GDPHRWKD","TOT","IDX2015","A","1975",47.969276,
"DNK","GDPHRWKD","TOT","IDX2015","A","1976",49.741399,
"DNK","GDPHRWKD","TOT","IDX2015","A","1977",51.585214,
"DNK","GDPHRWKD","TOT","IDX2015","A","1978",53.064538,
"DNK","GDPHRWKD","TOT","IDX2015","A","1979",54.891378,
"DNK","GDPHRWKD","TOT","IDX2015","A","1980",54.468162,
"DNK","GDPHRWKD","TOT","IDX2015","A","1981",56.071484,
"DNK","GDPHRWKD","TOT","IDX2015","A","1982",57.636284,
"DNK","GDPHRWKD","TOT","IDX2015","A","1983",59.353452,
"DNK","GDPHRWKD","TOT","IDX2015","A","1984",61.147642,
"DNK","GDPHRWKD","TOT","IDX2015","A","1985",62.694105,
"DNK","GDPHRWKD","TOT","IDX2015","A","1986",64.053289,
"DNK","GDPHRWKD","TOT","IDX2015","A","1987",65.35418,
"DNK","GDPHRWKD","TOT","IDX2015","A","1988",66.636733,
"DNK","GDPHRWKD","TOT","IDX2015","A","1989",68.031697,
"DNK","GDPHRWKD","TOT","IDX2015","A","1990",70.0225,
"DNK","GDPHRWKD","TOT","IDX2015","A","1991",71.852811,
"DNK","GDPHRWKD","TOT","IDX2015","A","1992",73.089939,
"DNK","GDPHRWKD","TOT","IDX2015","A","1993",74.486208,
"DNK","GDPHRWKD","TOT","IDX2015","A","1994",79.241655,
"DNK","GDPHRWKD","TOT","IDX2015","A","1995",80.420834,
"DNK","GDPHRWKD","TOT","IDX2015","A","1996",82.33821,
"DNK","GDPHRWKD","TOT","IDX2015","A","1997",82.935028,
"DNK","GDPHRWKD","TOT","IDX2015","A","1998",82.839508,
"DNK","GDPHRWKD","TOT","IDX2015","A","1999",83.683262,
"DNK","GDPHRWKD","TOT","IDX2015","A","2000",85.621617,
"DNK","GDPHRWKD","TOT","IDX2015","A","2001",85.319344,
"DNK","GDPHRWKD","TOT","IDX2015","A","2002",86.020806,
"DNK","GDPHRWKD","TOT","IDX2015","A","2003",87.440463,
"DNK","GDPHRWKD","TOT","IDX2015","A","2004",90.232667,
"DNK","GDPHRWKD","TOT","IDX2015","A","2005",91.467821,
"DNK","GDPHRWKD","TOT","IDX2015","A","2006",92.67329,
"DNK","GDPHRWKD","TOT","IDX2015","A","2007",92.844194,
"DNK","GDPHRWKD","TOT","IDX2015","A","2008",91.462002,
"DNK","GDPHRWKD","TOT","IDX2015","A","2009",90.618973,
"DNK","GDPHRWKD","TOT","IDX2015","A","2010",94.165396,
"DNK","GDPHRWKD","TOT","IDX2015","A","2011",94.491438,
"DNK","GDPHRWKD","TOT","IDX2015","A","2012",96.297436,
"DNK","GDPHRWKD","TOT","IDX2015","A","2013",97.054659,
"DNK","GDPHRWKD","TOT","IDX2015","A","2014",98.592133,
"DNK","GDPHRWKD","TOT","IDX2015","A","2015",100,
"DNK","GDPHRWKD","TOT","IDX2015","A","2016",101.19061,
"DNK","GDPHRWKD","TOT","IDX2015","A","2017",103.081941,
"DNK","GDPHRWKD","TOT","IDX2015","A","2018",105.350786,
"DNK","GDPHRWKD","TOT","IDX2015","A","2019",106.869184,
"DNK","GDPHRWKD","TOT","IDX2015","A","2020",107.688008,
"FIN","GDPHRWKD","TOT","IDX2015","A","1970",30.15265,
"FIN","GDPHRWKD","TOT","IDX2015","A","1971",31.632595,
"FIN","GDPHRWKD","TOT","IDX2015","A","1972",34.040372,
"FIN","GDPHRWKD","TOT","IDX2015","A","1973",36.055311,
"FIN","GDPHRWKD","TOT","IDX2015","A","1974",37.19834,
"FIN","GDPHRWKD","TOT","IDX2015","A","1975",39.517861,
"FIN","GDPHRWKD","TOT","IDX2015","A","1976",40.086757,
"FIN","GDPHRWKD","TOT","IDX2015","A","1977",41.087886,
"FIN","GDPHRWKD","TOT","IDX2015","A","1978",42.565733,
"FIN","GDPHRWKD","TOT","IDX2015","A","1979",45.206828,
"FIN","GDPHRWKD","TOT","IDX2015","A","1980",46.803319,
"FIN","GDPHRWKD","TOT","IDX2015","A","1981",46.816358,
"FIN","GDPHRWKD","TOT","IDX2015","A","1982",48.168823,
"FIN","GDPHRWKD","TOT","IDX2015","A","1983",50.114323,
"FIN","GDPHRWKD","TOT","IDX2015","A","1984",51.688552,
"FIN","GDPHRWKD","TOT","IDX2015","A","1985",53.455094,
"FIN","GDPHRWKD","TOT","IDX2015","A","1986",55.663716,
"FIN","GDPHRWKD","TOT","IDX2015","A","1987",56.845516,
"FIN","GDPHRWKD","TOT","IDX2015","A","1988",59.475057,
"FIN","GDPHRWKD","TOT","IDX2015","A","1989",61.794046,
"FIN","GDPHRWKD","TOT","IDX2015","A","1990",63.276539,
"FIN","GDPHRWKD","TOT","IDX2015","A","1991",63.76828,
"FIN","GDPHRWKD","TOT","IDX2015","A","1992",66.076797,
"FIN","GDPHRWKD","TOT","IDX2015","A","1993",69.681805,
"FIN","GDPHRWKD","TOT","IDX2015","A","1994",72.768316,
"FIN","GDPHRWKD","TOT","IDX2015","A","1995",74.053264,
"FIN","GDPHRWKD","TOT","IDX2015","A","1996",75.582951,
"FIN","GDPHRWKD","TOT","IDX2015","A","1997",77.916391,
"FIN","GDPHRWKD","TOT","IDX2015","A","1998",81.045654,
"FIN","GDPHRWKD","TOT","IDX2015","A","1999",82.886914,
"FIN","GDPHRWKD","TOT","IDX2015","A","2000",86.472281,
"FIN","GDPHRWKD","TOT","IDX2015","A","2001",88.120616,
"FIN","GDPHRWKD","TOT","IDX2015","A","2002",88.964517,
"FIN","GDPHRWKD","TOT","IDX2015","A","2003",90.811656,
"FIN","GDPHRWKD","TOT","IDX2015","A","2004",93.883623,
"FIN","GDPHRWKD","TOT","IDX2015","A","2005",95.689541,
"FIN","GDPHRWKD","TOT","IDX2015","A","2006",98.009302,
"FIN","GDPHRWKD","TOT","IDX2015","A","2007",101.158926,
"FIN","GDPHRWKD","TOT","IDX2015","A","2008",99.976128,
"FIN","GDPHRWKD","TOT","IDX2015","A","2009",95.548042,
"FIN","GDPHRWKD","TOT","IDX2015","A","2010",98.876026,
"FIN","GDPHRWKD","TOT","IDX2015","A","2011",100.245544,
"FIN","GDPHRWKD","TOT","IDX2015","A","2012",98.634352,
"FIN","GDPHRWKD","TOT","IDX2015","A","2013",98.997587,
"FIN","GDPHRWKD","TOT","IDX2015","A","2014",99.193091,
"FIN","GDPHRWKD","TOT","IDX2015","A","2015",100,
"FIN","GDPHRWKD","TOT","IDX2015","A","2016",102.349147,
"FIN","GDPHRWKD","TOT","IDX2015","A","2017",104.924754,
"FIN","GDPHRWKD","TOT","IDX2015","A","2018",103.725411,
"FIN","GDPHRWKD","TOT","IDX2015","A","2019",103.568273,
"FIN","GDPHRWKD","TOT","IDX2015","A","2020",103.677373,
"FRA","GDPHRWKD","TOT","IDX2015","A","1970",36.584559,
"FRA","GDPHRWKD","TOT","IDX2015","A","1971",38.403255,
"FRA","GDPHRWKD","TOT","IDX2015","A","1972",40.985621,
"FRA","GDPHRWKD","TOT","IDX2015","A","1973",43.352097,
"FRA","GDPHRWKD","TOT","IDX2015","A","1974",45.56264,
"FRA","GDPHRWKD","TOT","IDX2015","A","1975",46.109511,
"FRA","GDPHRWKD","TOT","IDX2015","A","1976",47.057382,
"FRA","GDPHRWKD","TOT","IDX2015","A","1977",49.264423,
"FRA","GDPHRWKD","TOT","IDX2015","A","1978",51.79632,
"FRA","GDPHRWKD","TOT","IDX2015","A","1979",53.378026,
"FRA","GDPHRWKD","TOT","IDX2015","A","1980",54.2552,
"FRA","GDPHRWKD","TOT","IDX2015","A","1981",55.522586,
"FRA","GDPHRWKD","TOT","IDX2015","A","1982",59.123398,
"FRA","GDPHRWKD","TOT","IDX2015","A","1983",60.561641,
"FRA","GDPHRWKD","TOT","IDX2015","A","1984",62.038122,
"FRA","GDPHRWKD","TOT","IDX2015","A","1985",64.531501,
"FRA","GDPHRWKD","TOT","IDX2015","A","1986",65.956339,
"FRA","GDPHRWKD","TOT","IDX2015","A","1987",66.606748,
"FRA","GDPHRWKD","TOT","IDX2015","A","1988",68.757769,
"FRA","GDPHRWKD","TOT","IDX2015","A","1989",71.208466,
"FRA","GDPHRWKD","TOT","IDX2015","A","1990",72.916395,
"FRA","GDPHRWKD","TOT","IDX2015","A","1991",73.830001,
"FRA","GDPHRWKD","TOT","IDX2015","A","1992",75.607026,
"FRA","GDPHRWKD","TOT","IDX2015","A","1993",76.3106,
"FRA","GDPHRWKD","TOT","IDX2015","A","1994",77.885194,
"FRA","GDPHRWKD","TOT","IDX2015","A","1995",79.8219,
"FRA","GDPHRWKD","TOT","IDX2015","A","1996",80.691661,
"FRA","GDPHRWKD","TOT","IDX2015","A","1997",82.026815,
"FRA","GDPHRWKD","TOT","IDX2015","A","1998",84.055794,
"FRA","GDPHRWKD","TOT","IDX2015","A","1999",85.267075,
"FRA","GDPHRWKD","TOT","IDX2015","A","2000",87.525502,
"FRA","GDPHRWKD","TOT","IDX2015","A","2001",89.163111,
"FRA","GDPHRWKD","TOT","IDX2015","A","2002",91.766179,
"FRA","GDPHRWKD","TOT","IDX2015","A","2003",92.289942,
"FRA","GDPHRWKD","TOT","IDX2015","A","2004",93.309866,
"FRA","GDPHRWKD","TOT","IDX2015","A","2005",94.138072,
"FRA","GDPHRWKD","TOT","IDX2015","A","2006",96.481781,
"FRA","GDPHRWKD","TOT","IDX2015","A","2007",96.0296,
"FRA","GDPHRWKD","TOT","IDX2015","A","2008",95.416924,
"FRA","GDPHRWKD","TOT","IDX2015","A","2009",94.440997,
"FRA","GDPHRWKD","TOT","IDX2015","A","2010",95.663522,
"FRA","GDPHRWKD","TOT","IDX2015","A","2011",96.621402,
"FRA","GDPHRWKD","TOT","IDX2015","A","2012",96.937089,
"FRA","GDPHRWKD","TOT","IDX2015","A","2013",98.249867,
"FRA","GDPHRWKD","TOT","IDX2015","A","2014",99.195227,
"FRA","GDPHRWKD","TOT","IDX2015","A","2015",100,
"FRA","GDPHRWKD","TOT","IDX2015","A","2016",100.279427,
"FRA","GDPHRWKD","TOT","IDX2015","A","2017",102.395091,
"FRA","GDPHRWKD","TOT","IDX2015","A","2018",102.814627,
"FRA","GDPHRWKD","TOT","IDX2015","A","2019",103.215736,
"FRA","GDPHRWKD","TOT","IDX2015","A","2020",103.580726,
"FRA","GDPHRWKD","TOT","IDX2015","A","2021",102.750322,
"DEU","GDPHRWKD","TOT","IDX2015","A","1970",38.829822,
"DEU","GDPHRWKD","TOT","IDX2015","A","1971",40.524461,
"DEU","GDPHRWKD","TOT","IDX2015","A","1972",42.543817,
"DEU","GDPHRWKD","TOT","IDX2015","A","1973",44.713971,
"DEU","GDPHRWKD","TOT","IDX2015","A","1974",46.519149,
"DEU","GDPHRWKD","TOT","IDX2015","A","1975",48.269427,
"DEU","GDPHRWKD","TOT","IDX2015","A","1976",50.519884,
"DEU","GDPHRWKD","TOT","IDX2015","A","1977",52.600347,
"DEU","GDPHRWKD","TOT","IDX2015","A","1978",54.224191,
"DEU","GDPHRWKD","TOT","IDX2015","A","1979",55.776802,
"DEU","GDPHRWKD","TOT","IDX2015","A","1980",56.24638,
"DEU","GDPHRWKD","TOT","IDX2015","A","1981",57.18147,
"DEU","GDPHRWKD","TOT","IDX2015","A","1982",57.773097,
"DEU","GDPHRWKD","TOT","IDX2015","A","1983",59.668651,
"DEU","GDPHRWKD","TOT","IDX2015","A","1984",61.244613,
"DEU","GDPHRWKD","TOT","IDX2015","A","1985",62.65778,
"DEU","GDPHRWKD","TOT","IDX2015","A","1986",63.60719,
"DEU","GDPHRWKD","TOT","IDX2015","A","1987",64.477291,
"DEU","GDPHRWKD","TOT","IDX2015","A","1988",66.140509,
"DEU","GDPHRWKD","TOT","IDX2015","A","1989",68.442245,
"DEU","GDPHRWKD","TOT","IDX2015","A","1990",70.860694,
"DEU","GDPHRWKD","TOT","IDX2015","A","1991",73.324316,
"DEU","GDPHRWKD","TOT","IDX2015","A","1992",75.196027,
"DEU","GDPHRWKD","TOT","IDX2015","A","1993",76.660097,
"DEU","GDPHRWKD","TOT","IDX2015","A","1994",78.64403,
"DEU","GDPHRWKD","TOT","IDX2015","A","1995",79.828601,
"DEU","GDPHRWKD","TOT","IDX2015","A","1996",81.172291,
"DEU","GDPHRWKD","TOT","IDX2015","A","1997",83.161713,
"DEU","GDPHRWKD","TOT","IDX2015","A","1998",84.008588,
"DEU","GDPHRWKD","TOT","IDX2015","A","1999",84.962423,
"DEU","GDPHRWKD","TOT","IDX2015","A","2000",87.068634,
"DEU","GDPHRWKD","TOT","IDX2015","A","2001",89.255258,
"DEU","GDPHRWKD","TOT","IDX2015","A","2002",90.082726,
"DEU","GDPHRWKD","TOT","IDX2015","A","2003",90.775624,
"DEU","GDPHRWKD","TOT","IDX2015","A","2004",91.602335,
"DEU","GDPHRWKD","TOT","IDX2015","A","2005",93.047959,
"DEU","GDPHRWKD","TOT","IDX2015","A","2006",94.536022,
"DEU","GDPHRWKD","TOT","IDX2015","A","2007",95.652946,
"DEU","GDPHRWKD","TOT","IDX2015","A","2008",95.677826,
"DEU","GDPHRWKD","TOT","IDX2015","A","2009",92.797837,
"DEU","GDPHRWKD","TOT","IDX2015","A","2010",94.936987,
"DEU","GDPHRWKD","TOT","IDX2015","A","2011",97.40629,
"DEU","GDPHRWKD","TOT","IDX2015","A","2012",98.007256,
"DEU","GDPHRWKD","TOT","IDX2015","A","2013",98.472527,
"DEU","GDPHRWKD","TOT","IDX2015","A","2014",99.49312,
"DEU","GDPHRWKD","TOT","IDX2015","A","2015",100,
"DEU","GDPHRWKD","TOT","IDX2015","A","2016",101.355337,
"DEU","GDPHRWKD","TOT","IDX2015","A","2017",103.162111,
"DEU","GDPHRWKD","TOT","IDX2015","A","2018",103.203085,
"DEU","GDPHRWKD","TOT","IDX2015","A","2019",103.582387,
"DEU","GDPHRWKD","TOT","IDX2015","A","2020",103.97942,
"DEU","GDPHRWKD","TOT","IDX2015","A","2021",104.943674,
"GRC","GDPHRWKD","TOT","IDX2015","A","1983",77.349549,
"GRC","GDPHRWKD","TOT","IDX2015","A","1984",81.81174,
"GRC","GDPHRWKD","TOT","IDX2015","A","1985",81.117458,
"GRC","GDPHRWKD","TOT","IDX2015","A","1986",81.703759,
"GRC","GDPHRWKD","TOT","IDX2015","A","1987",81.598942,
"GRC","GDPHRWKD","TOT","IDX2015","A","1988",84.172248,
"GRC","GDPHRWKD","TOT","IDX2015","A","1989",85.305856,
"GRC","GDPHRWKD","TOT","IDX2015","A","1990",85.097414,
"GRC","GDPHRWKD","TOT","IDX2015","A","1991",88.015427,
"GRC","GDPHRWKD","TOT","IDX2015","A","1992",86.254723,
"GRC","GDPHRWKD","TOT","IDX2015","A","1993",83.355243,
"GRC","GDPHRWKD","TOT","IDX2015","A","1994",84.826456,
"GRC","GDPHRWKD","TOT","IDX2015","A","1995",86.564384,
"GRC","GDPHRWKD","TOT","IDX2015","A","1996",89.596995,
"GRC","GDPHRWKD","TOT","IDX2015","A","1997",94.077971,
"GRC","GDPHRWKD","TOT","IDX2015","A","1998",93.581981,
"GRC","GDPHRWKD","TOT","IDX2015","A","1999",96.618759,
"GRC","GDPHRWKD","TOT","IDX2015","A","2000",99.927673,
"GRC","GDPHRWKD","TOT","IDX2015","A","2001",103.993679,
"GRC","GDPHRWKD","TOT","IDX2015","A","2002",105.917381,
"GRC","GDPHRWKD","TOT","IDX2015","A","2003",110.580313,
"GRC","GDPHRWKD","TOT","IDX2015","A","2004",113.958502,
"GRC","GDPHRWKD","TOT","IDX2015","A","2005",110.725209,
"GRC","GDPHRWKD","TOT","IDX2015","A","2006",115.465677,
"GRC","GDPHRWKD","TOT","IDX2015","A","2007",118.483982,
"GRC","GDPHRWKD","TOT","IDX2015","A","2008",116.82998,
"GRC","GDPHRWKD","TOT","IDX2015","A","2009",113.806628,
"GRC","GDPHRWKD","TOT","IDX2015","A","2010",112.773708,
"GRC","GDPHRWKD","TOT","IDX2015","A","2011",104.824015,
"GRC","GDPHRWKD","TOT","IDX2015","A","2012",99.393633,
"GRC","GDPHRWKD","TOT","IDX2015","A","2013",97.118275,
"GRC","GDPHRWKD","TOT","IDX2015","A","2014",96.547255,
"GRC","GDPHRWKD","TOT","IDX2015","A","2015",100,
"GRC","GDPHRWKD","TOT","IDX2015","A","2016",95.84495,
"GRC","GDPHRWKD","TOT","IDX2015","A","2017",97.190337,
"GRC","GDPHRWKD","TOT","IDX2015","A","2018",93.617747,
"GRC","GDPHRWKD","TOT","IDX2015","A","2019",96.692463,
"GRC","GDPHRWKD","TOT","IDX2015","A","2020",98.967287,
"HUN","GDPHRWKD","TOT","IDX2015","A","1991",47.685012,
"HUN","GDPHRWKD","TOT","IDX2015","A","1992",51.612553,
"HUN","GDPHRWKD","TOT","IDX2015","A","1993",54.748112,
"HUN","GDPHRWKD","TOT","IDX2015","A","1994",53.733802,
"HUN","GDPHRWKD","TOT","IDX2015","A","1995",62.093753,"B"
"HUN","GDPHRWKD","TOT","IDX2015","A","1996",62.330239,
"HUN","GDPHRWKD","TOT","IDX2015","A","1997",63.373268,
"HUN","GDPHRWKD","TOT","IDX2015","A","1998",65.564682,
"HUN","GDPHRWKD","TOT","IDX2015","A","1999",66.017949,
"HUN","GDPHRWKD","TOT","IDX2015","A","2000",69.260047,
"HUN","GDPHRWKD","TOT","IDX2015","A","2001",73.254053,
"HUN","GDPHRWKD","TOT","IDX2015","A","2002",77.421393,
"HUN","GDPHRWKD","TOT","IDX2015","A","2003",80.224137,
"HUN","GDPHRWKD","TOT","IDX2015","A","2004",85.038384,
"HUN","GDPHRWKD","TOT","IDX2015","A","2005",90.531794,
"HUN","GDPHRWKD","TOT","IDX2015","A","2006",94.382088,
"HUN","GDPHRWKD","TOT","IDX2015","A","2007",96.726055,
"HUN","GDPHRWKD","TOT","IDX2015","A","2008",99.283985,
"HUN","GDPHRWKD","TOT","IDX2015","A","2009",96.292534,
"HUN","GDPHRWKD","TOT","IDX2015","A","2010",97.54005,"B"
"HUN","GDPHRWKD","TOT","IDX2015","A","2011",100.111419,
"HUN","GDPHRWKD","TOT","IDX2015","A","2012",98.821862,
"HUN","GDPHRWKD","TOT","IDX2015","A","2013",99.597047,
"HUN","GDPHRWKD","TOT","IDX2015","A","2014",98.428466,
"HUN","GDPHRWKD","TOT","IDX2015","A","2015",100,
"HUN","GDPHRWKD","TOT","IDX2015","A","2016",97.731187,
"HUN","GDPHRWKD","TOT","IDX2015","A","2017",100.713457,
"HUN","GDPHRWKD","TOT","IDX2015","A","2018",104.792472,
"HUN","GDPHRWKD","TOT","IDX2015","A","2019",108.838727,
"HUN","GDPHRWKD","TOT","IDX2015","A","2020",112.09791,
"HUN","GDPHRWKD","TOT","IDX2015","A","2021",111.680189,
"ISL","GDPHRWKD","TOT","IDX2015","A","1970",33.155912,
"ISL","GDPHRWKD","TOT","IDX2015","A","1971",36.497974,
"ISL","GDPHRWKD","TOT","IDX2015","A","1972",38.312782,
"ISL","GDPHRWKD","TOT","IDX2015","A","1973",40.202154,
"ISL","GDPHRWKD","TOT","IDX2015","A","1974",41.664254,
"ISL","GDPHRWKD","TOT","IDX2015","A","1975",41.722357,
"ISL","GDPHRWKD","TOT","IDX2015","A","1976",43.435662,
"ISL","GDPHRWKD","TOT","IDX2015","A","1977",48.216387,
"ISL","GDPHRWKD","TOT","IDX2015","A","1978",50.714721,
"ISL","GDPHRWKD","TOT","IDX2015","A","1979",53.218784,
"ISL","GDPHRWKD","TOT","IDX2015","A","1980",54.898741,
"ISL","GDPHRWKD","TOT","IDX2015","A","1981",54.606989,
"ISL","GDPHRWKD","TOT","IDX2015","A","1982",54.311523,
"ISL","GDPHRWKD","TOT","IDX2015","A","1983",52.659778,
"ISL","GDPHRWKD","TOT","IDX2015","A","1984",54.145085,
"ISL","GDPHRWKD","TOT","IDX2015","A","1985",53.993448,
"ISL","GDPHRWKD","TOT","IDX2015","A","1986",55.871027,
"ISL","GDPHRWKD","TOT","IDX2015","A","1987",57.382598,
"ISL","GDPHRWKD","TOT","IDX2015","A","1988",58.818212,
"ISL","GDPHRWKD","TOT","IDX2015","A","1989",60.000319,
"ISL","GDPHRWKD","TOT","IDX2015","A","1990",61.640829,
"ISL","GDPHRWKD","TOT","IDX2015","A","1991",61.407886,
"ISL","GDPHRWKD","TOT","IDX2015","A","1992",59.336049,
"ISL","GDPHRWKD","TOT","IDX2015","A","1993",59.710458,
"ISL","GDPHRWKD","TOT","IDX2015","A","1994",62.409423,
"ISL","GDPHRWKD","TOT","IDX2015","A","1995",61.193222,
"ISL","GDPHRWKD","TOT","IDX2015","A","1996",63.204582,
"ISL","GDPHRWKD","TOT","IDX2015","A","1997",65.859985,
"ISL","GDPHRWKD","TOT","IDX2015","A","1998",68.663105,
"ISL","GDPHRWKD","TOT","IDX2015","A","1999",69.755257,
"ISL","GDPHRWKD","TOT","IDX2015","A","2000",69.622535,
"ISL","GDPHRWKD","TOT","IDX2015","A","2001",70.773632,
"ISL","GDPHRWKD","TOT","IDX2015","A","2002",73.725894,
"ISL","GDPHRWKD","TOT","IDX2015","A","2003",76.626231,
"ISL","GDPHRWKD","TOT","IDX2015","A","2004",82.619162,
"ISL","GDPHRWKD","TOT","IDX2015","A","2005",85.326985,
"ISL","GDPHRWKD","TOT","IDX2015","A","2006",86.866812,
"ISL","GDPHRWKD","TOT","IDX2015","A","2007",91.359717,
"ISL","GDPHRWKD","TOT","IDX2015","A","2008",91.303145,
"ISL","GDPHRWKD","TOT","IDX2015","A","2009",97.143961,
"ISL","GDPHRWKD","TOT","IDX2015","A","2010",96.145908,
"ISL","GDPHRWKD","TOT","IDX2015","A","2011",96.228729,
"ISL","GDPHRWKD","TOT","IDX2015","A","2012",96.367313,
"ISL","GDPHRWKD","TOT","IDX2015","A","2013",98.391482,
"ISL","GDPHRWKD","TOT","IDX2015","A","2014",98.347418,
"ISL","GDPHRWKD","TOT","IDX2015","A","2015",100,
"ISL","GDPHRWKD","TOT","IDX2015","A","2016",101.109382,
"ISL","GDPHRWKD","TOT","IDX2015","A","2017",101.932426,
"ISL","GDPHRWKD","TOT","IDX2015","A","2018",104.542239,
"ISL","GDPHRWKD","TOT","IDX2015","A","2019",108.374502,
"ISL","GDPHRWKD","TOT","IDX2015","A","2020",108.794555,
"IRL","GDPHRWKD","TOT","IDX2015","A","1970",17.00942,
"IRL","GDPHRWKD","TOT","IDX2015","A","1971",17.527395,
"IRL","GDPHRWKD","TOT","IDX2015","A","1972",19.063061,
"IRL","GDPHRWKD","TOT","IDX2015","A","1973",19.790674,
"IRL","GDPHRWKD","TOT","IDX2015","A","1974",20.676933,
"IRL","GDPHRWKD","TOT","IDX2015","A","1975",22.115295,
"IRL","GDPHRWKD","TOT","IDX2015","A","1976",22.681764,
"IRL","GDPHRWKD","TOT","IDX2015","A","1977",24.107795,
"IRL","GDPHRWKD","TOT","IDX2015","A","1978",25.786032,
"IRL","GDPHRWKD","TOT","IDX2015","A","1979",25.540801,
"IRL","GDPHRWKD","TOT","IDX2015","A","1980",27.0623,
"IRL","GDPHRWKD","TOT","IDX2015","A","1981",28.465756,
"IRL","GDPHRWKD","TOT","IDX2015","A","1982",29.335204,
"IRL","GDPHRWKD","TOT","IDX2015","A","1983",29.668569,
"IRL","GDPHRWKD","TOT","IDX2015","A","1984",31.816761,
"IRL","GDPHRWKD","TOT","IDX2015","A","1985",32.830184,
"IRL","GDPHRWKD","TOT","IDX2015","A","1986",32.348994,
"IRL","GDPHRWKD","TOT","IDX2015","A","1987",33.991524,
"IRL","GDPHRWKD","TOT","IDX2015","A","1988",35.608559,
"IRL","GDPHRWKD","TOT","IDX2015","A","1989",37.590804,
"IRL","GDPHRWKD","TOT","IDX2015","A","1990",39.280736,
"IRL","GDPHRWKD","TOT","IDX2015","A","1991",40.858868,
"IRL","GDPHRWKD","TOT","IDX2015","A","1992",42.906759,
"IRL","GDPHRWKD","TOT","IDX2015","A","1993",43.990494,
"IRL","GDPHRWKD","TOT","IDX2015","A","1994",45.057223,
"IRL","GDPHRWKD","TOT","IDX2015","A","1995",47.278004,
"IRL","GDPHRWKD","TOT","IDX2015","A","1996",49.168038,
"IRL","GDPHRWKD","TOT","IDX2015","A","1997",52.514949,
"IRL","GDPHRWKD","TOT","IDX2015","A","1998",53.612264,
"IRL","GDPHRWKD","TOT","IDX2015","A","1999",55.976329,
"IRL","GDPHRWKD","TOT","IDX2015","A","2000",58.888424,
"IRL","GDPHRWKD","TOT","IDX2015","A","2001",60.427816,
"IRL","GDPHRWKD","TOT","IDX2015","A","2002",63.636935,
